Vgs=-2.5V,,Vgs=-3.0V,,Vgs=-4.0V,,Vgs=-4.5V,,Vgs=-10.0V,
X,Y,X,Y,X,Y,X,Y,X,Y
0.061246756718885464,0.17117588887420787,0.04728511929489043,0.39461885298798016,0.038273193093777635,0.9110975519729436,0.039149676874856265,0.5419137312175621,0.023756449275099456,0.9206111350462542
0.029251253373874908,0.10840988480168967,0.03563205530012725,0.22755844097026312,0.03710454805233954,0.6921689645599614,0.034650393465319285,0.39946557391687065,0.022833719164754962,0.7015147368056578
0.09109594896678219,0.2200267467995154,0.030232915208683098,0.1111614086623618,0.03710454805233954,0.5422235358223926,0.027069557967576596,0.22930023130408372,0.023706532124642576,0.5666206484527301
0.14508734988122507,0.2664974375239684,0.08727837516475101,0.7804632769364233,0.034650393465319285,0.39946557391687065,0.02419736304204667,0.11320611905423661,0.02483377511723872,0.41695920726958846
0.19907875079566795,0.2869445414427272,0.07023563497711116,0.5725843870957021,0.03612288621753135,0.22930023130408372,0.05939160793734821,1.0519553789688416,0.02237962053021869,0.2604252672693068
0.2530701517101108,0.3067720361518287,0.1080519261134667,0.9802872470515727,0.030232915208683098,0.11320611905423661,0.0686446047891307,1.2791454225106147,0.020743517472205264,0.11138859870590245
0.3070615526245537,0.3272191400705875,0.12896004830937868,1.143155953590611,0.09600425814082247,1.5049723257911367,0.08161656474909429,1.5530717035809811,0.02826959153906694,1.1982657670097439
0.3610529535389966,0.347046634779689,0.1532678651712922,1.295806025703678,0.11117539558785583,1.7994106222212736,0.09069548845172459,1.8084982239629444,0.042994519061187786,1.4756648101742478
0.41504435445343923,0.3650153018598097,0.1804972946368013,1.446454661718878,0.09600425814082247,1.6290180895649442,0.09640359534447773,1.988194729830985,0.047902828235227846,1.7244379078524883
0.4690357553678821,0.38360357814959123,0.2195781596990125,1.5949395830336783,0.12590032310997668,2.0600595630846534,0.10523855185775033,2.160339871394637,0.05673778474850044,1.8897186645291288
0.5230271562823252,0.3978545899717556,0.2628867700581914,1.7482928624243748,0.13649780882665463,2.2577665350668,0.11975579514882018,2.3816662480983304,0.06768164608917715,2.1691624180855094
0.5770185571967676,0.4121056017939235,0.3067547833011761,1.9015514792969288,0.15490396822930563,2.4750170142036207,0.13826980448160797,2.664323117984802,0.07637102144466157,2.4077119638043705
0.6310099581112105,0.42449778598711063,0.3509476111218548,2.046914128479722,0.1720830503384465,2.8268775941389404,0.13036242235910445,2.515059259377857,0.08478526574301637,2.646504927427026
0.6850013590256534,0.43565075176097956,0.3941840404637682,2.204944849943338,0.16275726290777026,2.6527364257641715,0.15428558530212677,2.8916267565483462,0.09600425814082247,2.9069620844874144
0.7389927599400963,0.4474233267445076,0.4494025186717212,2.365113830640288,0.18987567109434256,3.0696869531742106,0.16769261580382988,3.1301763022672073,0.10939055588820512,3.1142213651184782
0.7929841608545392,0.45733707409905655,0.5033939195861641,2.504525902813649,0.2402540110890059,3.883248188262753,0.16001194600517343,2.992158350815579,0.12095482977552718,3.3800853501631565
0.846975561768982,0.4641527754053101,0.557385320500607,2.6160555605523363,0.21871198749182907,3.326127714821986,0.1823902749416506,3.394284727884518,0.12545411318506416,3.619202870990872
0.9009669626834249,0.47406652275986083,0.6113767214150498,2.704040068323968,0.25096659063552207,4.065469027947927,0.1934234827431256,3.5825029408802767,0.14508734988122507,3.8837530550261796
0.9549583635978678,0.47716456880815805,0.6653681223294927,2.7814912195313894,0.22852860583990942,3.4624417409470496,0.2122934293411609,3.742934063935161,0.15490396822930563,4.122166675077963
1.011676602942333,0.4885240709852461,0.7193595232439352,2.850887451013241,0.24030854785760591,3.6532813775221378,0.22211004768924147,3.901850586699764,0.1647205865773862,4.355298612066216
1.0629411654267535,0.4926547990496424,0.773350924158378,2.9153268088178166,0.2853247548538038,4.290062613849219,0.22287333778736707,4.07020423434995,0.17488779843789803,4.60017702328374
1.1169325663411964,0.5031881556138504,0.8273423250728209,2.981624994251371,0.293563702395943,4.4421988037209434,0.23268995613544763,4.224751717815673,0.1843538232735471,4.828203425777013
1.1709239672556393,0.5093842477104449,0.8813337259872638,3.039248650749693,0.3062435010955469,4.606343610179874,0.23948879840020987,4.38465855615469,0.19417044162162767,5.0623140275682115
1.2249153681700822,0.5180587766456775,0.9353251269017067,3.086958559893466,0.31617698394777105,4.791503495666419,0.25232319283160876,4.543254682704044,0.2032319354813945,5.310021079657526
1.2789067690845246,0.5273529147905673,0.9876804247581363,3.13074427737606,0.332693833866764,4.98915883354776,0.259122035096371,4.698989712661099,0.21134952373076854,5.534036287975446
1.3328981699989675,0.5335490068871618,1.0433079287305924,3.1743234584554383,0.34632802601687573,5.200445574041609,0.27195642952776966,4.861128505933374,0.22397089017830063,5.774911826997235
1.3868895709134104,0.5434627542417108,1.0972993296450353,3.218935321550912,0.35982587624548645,5.381061658657319,0.2874283159283926,5.032324941820695,0.2318008119559365,5.995926268164954
1.4408809718278532,0.5478000187093262,1.1512907305594782,3.261688357017409,0.3757778810611172,5.58894054849804,0.29385231781893517,5.1779013312593865,0.24325353336203026,6.234614652243758
1.4948723727422961,0.5583333752735378,1.205282131473921,3.3044413924839073,0.38559449940919777,5.759333081154369,0.3018440519869239,5.33903150060209,0.2534207452225421,6.478876404771669
1.548863773656739,0.5614314213218332,1.259273532388364,3.3453356003214267,0.42584263463632777,6.282778941474613,0.3103964088810851,5.486085419694584,0.26213164556987745,6.715628402893277
1.6028551745711819,0.5707255594667249,1.3132649333028068,3.3856101989492853,0.41504435445343923,5.97970742338989,0.32021302722916545,5.637889676061131,0.271948263917958,6.949459386169347
1.6568465754856248,0.5744432147246794,1.3672563342172492,3.4265044067868047,0.4199526636274795,6.100118146467029,0.3280217009151385,5.8049982799062665,0.2813873200218815,7.174901813991569
1.7108379764000676,0.5837373528695711,1.4212477351316921,3.4636809593663678,0.4444942094976809,6.482554719762345,0.3394000540004136,5.9642860386161445,0.29120393836996206,7.407159943120041
1.7648293773145105,0.5862157897082092,1.475239136046135,3.50147712115559,0.4595463576314043,6.705806802549394,0.351236335190916,6.144798855030244,0.3025038369629447,7.646308671371321
1.8188207782289534,0.59365110022412,1.5292305369605779,3.5336968000578786,0.4804884767739761,6.899827099734068,0.36050758585299203,6.292472383332395,0.31121473731028004,7.883035703554076
1.8728121791433963,0.5998471923207145,1.5832219378750207,3.5677753065891444,0.49210480848587124,7.1142945008375005,0.3708695718870769,6.454534614392194,0.3210313556583606,8.122750326419307
1.9268035800578387,0.6029452383690117,1.6372133387894636,3.597516548652793,0.5426603929784859,7.715439356049031,0.37823203564813745,6.6044800431297634,0.33084797400644117,8.353493855257502
1.9769774071702502,0.6112066944978043,1.6912047397039065,3.6266381815067845,0.557385320500607,7.871443185947715,0.388048653996218,6.75783332252046,0.34028703011036465,8.578936283079724
2.0347863818867244,0.6134785949332215,1.7451961406183494,3.6532813775221378,0.5721102480227276,8.028540893833823,0.39786527234429836,6.910334639247875,0.3501036484584452,8.812767266355793
2.0887777828011673,0.6209139054491324,1.7991875415327923,3.679304964327832,0.5868351755448482,8.17587784429369,0.4076818906923789,7.061983993312008,0.3599202668065258,9.045549680200132
2.14276918371561,0.6271099975457268,1.8531789424472351,3.704708941923867,0.6015601030669693,8.325065972886122,0.4174985090404595,7.2127813847128595,0.3701144473987632,9.28567208006659
2.196760584630053,0.6308276528036831,1.907170343361678,3.728254091890923,0.6172666924238981,8.48016104261064,0.42731512738854005,7.362726813450429,0.3799850032102945,9.527442231897197
2.250751985544496,0.6395021817389139,1.9611617442761209,3.753658069486958,0.6319916199460187,8.639648453176962,0.43849516495163154,7.523085119183665,0.39050280858323805,9.761853673251547
2.304743386458939,0.641361009367893,2.018970718992595,3.7782359014701132,0.6514612463363787,8.812767266355793,0.4483117832997121,7.68741925067888,0.39933776509651064,9.96189450659008
2.3587347873733817,0.6500355383031238,2.069144546105006,3.800748369421072,0.6710944830325394,9.000199052277756,0.45812840164779267,7.8509960820289555,0.40359163304734547,10.132404841491208
2.4127261882878246,0.654372802770741,2.123135947019449,3.8242935193881262,0.6907277197287005,9.183087037328882,0.4734532336245183,8.024417815265842,0.4142892299651255,10.338435789524773
2.4667175892022675,0.6587100672383563,2.177127347933892,3.848458278564843,0.7103609564248616,9.364271097053447,0.48266994751799386,8.191023847196476,0.4241058483132061,10.572266772800845
2.52070899011671,0.6673845961735871,2.231118748848335,3.870764210112581,0.7299941931210228,9.542615281233736,0.4945589630728915,8.35611527883683,0.43392246666128664,10.805049186645183
2.574700391031153,0.6680042053832462,2.2851101497627777,3.893689750869978,0.7496274298171839,9.716983639652048,0.5091946486100296,8.543856869363623,0.4433615227652101,11.036258746341925
2.6286917919455957,0.6772983435281361,2.3391015506772206,3.917234900837034,0.7710855506934364,9.895881235476864,0.5181188471082847,8.714318247487691,0.45308375055225136,11.261875935736102
2.6826831928600385,0.6816356079957533,2.3930929515916635,3.938301613965452,0.7890575135153068,10.080639169347911,0.5328437746304053,8.892283781595413,0.46281856374743136,11.500425481454963
2.7366745937744814,0.6853532632537096,2.4470843525061063,3.9513134073683,0.823047554545536,10.34483955283999,0.5475687021525264,9.091643044803318,0.4739440645419224,11.898008057653064
2.7906659946889243,0.6934081829792813,2.501075753420549,3.978658827154602,0.8445214071819618,10.55417895010348,0.562293629674647,9.288730407575805,0.4708763713081472,11.710292284176674
2.844657395603367,0.6952670106082586,2.5550671543349917,4.006045554221545,0.8617004892911027,10.71372832159077,0.5770185571967676,9.488089670783712,,
2.89864879651781,0.6996042750758757,2.6090585552494345,4.03603463996906,0.8813337259872638,10.893600875154888,0.5928761714513593,9.687798457135528,,
2.952640197432253,0.7082788040111065,2.6630499561638774,4.062843065106987,0.905875271857465,11.051725145459962,0.6064684122410093,9.880629316469864,,
3.008267701404709,0.7088984132207656,2.7170413570783203,4.074615640090515,0.933094077277143,11.204458815640999,0.62119333976313,10.069065098796367,,
3.0606229992611387,0.7150945053173601,2.771032757992763,4.095062744009276,0.9488229771303174,11.348902344081687,0.6370509540177216,10.265035929303586,,
3.1146144001755816,0.7225298158332727,2.825024158907206,4.115509847928035,0.9900716523044633,11.505784836328255,0.6568603864278226,10.458683401801421,,
3.1686058010900244,0.7225298158332727,2.879015559821649,4.136576561056454,1.0285830012084718,11.709440321513393,0.665814332254405,10.646810526947556,,
3.2225972020044673,0.7268670803008881,2.933006960736092,4.157643274184872,1.0625636031825962,11.863580027977887,0.6813201271451232,10.829078902789025,,
3.27658860291891,0.7343023908168007,2.9842715232205124,4.177333077958494,1.094845175058015,11.944582016579128,0.6943717674488212,11.009281914598294,,
3.330580003833353,0.736161218445778,3.0409897625649775,4.197917872812733,0.5191323548213593,7.4296572108556305,0.7110531538724825,11.204029855418927,,
3.384571404747796,0.7367808276554371,3.0949811634794204,4.218364976731493,0.07853704665689265,1.3450539326705329,0.7264988820425393,11.384145486442218,,
3.438562805662239,0.7429769197520315,3.1489725643938633,4.236333643811614,0.0574126140736646,1.1355290263969415,0.7425921866677259,11.56949125469166,,
3.4925542065766817,0.749792621058285,3.202963965308306,4.258019966149693,,,0.7582754031238261,11.804860139800937,,
3.5465456074911246,0.749792621058285,3.256955366222749,4.275369024020154,,,0.7807133879194388,11.907095659394734,,
3.6005370084055666,0.7516514486872623,3.310946767137192,4.295196518729256,,,0.17510588132307703,3.2726830703875756,,
3.6545284093200094,0.7590867592031749,3.364938168051635,4.3131651858093765,,,0.14492812048989423,2.7865852878328425,,
3.7085198102344523,0.7634240236707903,3.4189295689660777,4.329894634470181,,,0.11173258357339355,2.27534451652528,,
3.762511211148895,0.7634240236707903,3.4729209698805206,4.3497221291792805,,,0.04835928582370985,0.7919081801082513,,
3.816502612063338,0.7690005065577257,3.5269123707949634,4.367071187049744,,,,,,
3.870494012977781,0.7751965986543201,3.5809037717094063,4.384420244920205,,,,,,
3.924485413892224,0.7770554262832974,3.634895172623849,4.401769302790669,,,,,,
3.973568505632626,0.7770554262832974,3.688886573538292,4.42035757908045,,,,,,
4.03246821572111,0.7851103460088691,3.742877974452734,4.437706636950912,,,,,,
4.086459616635553,0.7906868288958044,3.796869375367177,4.454436085611716,,,,,,
4.140451017549996,0.7906868288958044,3.85086077628162,4.473024361901498,,,,,,
4.194442418464439,0.7981221394117153,3.9048521771960627,4.490373419771959,,,,,,
4.2484338193788815,0.8043182315083097,3.9588435781105056,4.507102868432764,,,,,,
4.302425220293324,0.8043182315083097,4.015561817454971,4.525691144722545,,,,,,
4.356416621207767,0.8086554959759269,4.066826379939391,4.543040202593007,,,,,,
4.41040802212221,0.8173300249111577,4.120817780853834,4.559150042044152,,,,,,
4.464399423036653,0.8179496341208168,4.174809181768277,4.576499099914614,,,,,,
4.518390823951096,0.8222868985884322,4.2288005826827195,4.592608939365757,,,,,,
4.572382224865539,0.8303418183140039,4.282791983597162,4.6111972156555385,,,,,,
4.626373625779982,0.8315810367333221,4.336783384511605,4.627307055106684,,,,,,
4.680365026694425,0.8359183012009392,4.390774785426048,4.643416894557826,,,,,,
4.734356427608867,0.8433536117168519,4.444766186340491,4.6601463432186305,,,,,,
4.78834782852331,0.8452124393458291,4.498757587254934,4.677495401089092,,,,,,
4.842339229437753,0.8489300946037854,4.552748988169377,4.693605240540237,,,,,,
4.896330630352196,0.856365405119698,4.60674038908382,4.709715079991381,,,,,,
4.950322031266637,0.8588438419583362,4.6607317899982625,4.725824919442523,,,,,,
4.97977188631088,0.8588438419583362,4.714723190912705,4.7419347588936684,,,,,,
,,4.768714591827148,4.759283816764131,,,,,,
,,4.822705992741591,4.776013265424934,,,,,,
,,4.876697393656034,4.792123104876078,,,,,,
,,4.930688794570477,4.808232944327222,,,,,,
,,4.969955267962799,4.822855721675182,,,,,,
